Id,SalePrice
1,66287.90625
2,76901.109375
3,247552.109375
4,143008.4375
5,183432.0
6,130707.453125
7,149788.8125
8,89864.25
9,227258.453125
10,111433.617188
11,119323.242188
12,118540.0625
13,170935.046875
14,92594.4609375
15,124908.921875
16,203323.046875
17,219916.34375
18,191661.21875
19,173828.84375
20,193779.578125
21,154527.40625
22,201897.0625
23,113218.78125
24,186700.21875
25,310929.875
26,118285.640625
27,129886.210938
28,307994.28125
29,124658.898438
30,120856.15625
31,143837.171875
32,230403.546875
33,329773.875
34,221106.625
35,115253.585938
36,79700.7734375
37,315286.71875
38,235779.015625
39,97229.640625
40,75158.6796875
41,159534.84375
42,158607.640625
43,179061.6875
44,254875.921875
45,294412.53125
46,122626.796875
47,433915.09375
48,144537.359375
49,130529.195312
50,107409.101562
51,178505.015625
52,189579.921875
53,175755.140625
54,149114.515625
55,249424.6875
56,153265.21875
57,206766.328125
58,239077.59375
59,347336.71875
60,194968.546875
61,199609.21875
62,81000.1328125
63,135624.71875
64,123802.203125
65,140966.359375
66,288656.40625
67,175043.390625
68,170929.65625
69,173963.34375
70,134583.28125
71,129751.265625
72,155273.125
73,96898.8046875
74,142581.78125
75,186674.21875
76,191910.875
77,153072.109375
78,133604.09375
79,142376.203125
80,137851.84375
81,156239.671875
82,120628.742188
83,187949.3125
84,148534.3125
85,176138.890625
86,154077.421875
87,95008.75
88,263543.71875
89,140212.578125
90,203691.015625
91,82260.1640625
92,148489.265625
93,162602.90625
94,158857.265625
95,130566.789062
96,166911.171875
97,122776.34375
98,160302.734375
99,107762.5625
100,158622.3125
101,59062.921875
102,117701.289062
103,133142.625
104,152739.78125
105,103892.023438
106,333199.09375
107,199034.390625
108,242998.65625
109,161182.34375
110,317135.90625
111,182689.171875
112,194734.765625
113,118736.820312
114,134752.15625
115,117144.617188
116,311865.625
117,191404.9375
118,129391.0625
119,129962.164062
120,121400.820312
121,110357.328125
122,212183.015625
123,76101.578125
124,93386.8359375
125,174654.375
126,105822.0625
127,198311.9375
128,236037.296875
129,212831.328125
130,131481.828125
131,136895.21875
132,118585.179688
133,137657.015625
134,238810.75
135,170623.46875
136,104495.578125
137,120119.84375
138,94874.8359375
139,203952.84375
140,113790.648438
141,123365.539062
142,179419.46875
143,383544.9375
144,95818.5859375
145,85571.953125
146,133407.375
147,167804.15625
148,174660.859375
149,111170.90625
150,155998.78125
151,116616.492188
152,145156.203125
153,227976.75
154,120758.460938
155,212457.984375
156,198392.90625
157,165144.46875
158,198929.265625
159,244671.296875
160,183629.796875
161,133721.875
162,207798.21875
163,120797.164062
164,125905.882812
165,202541.375
166,220581.984375
167,236795.3125
168,183091.90625
169,205889.53125
170,419647.875
171,140808.609375
172,148427.40625
173,154308.140625
174,219027.421875
175,232798.65625
176,313324.0
177,122375.382812
178,112819.445312
179,128436.914062
180,95200.484375
181,253420.46875
182,289717.625
183,430243.21875
184,133408.140625
185,207836.46875
186,128090.257812
187,107370.59375
188,285158.8125
189,184069.515625
190,197026.859375
191,186589.140625
192,168440.6875
193,130657.226562
194,159874.953125
195,143282.6875
196,155845.765625
197,221483.75
198,152592.59375
199,175781.46875
200,133929.140625
201,99903.8828125
202,195540.203125
203,130826.671875
204,194332.1875
205,150954.5625
206,273224.03125
207,114312.734375
208,201969.859375
209,141161.15625
210,304690.65625
211,191818.828125
212,214394.84375
213,76115.8046875
214,130361.375
215,129228.15625
216,114228.710938
217,129638.710938
218,243195.953125
219,79719.25
220,92220.1875
221,103169.390625
222,125365.515625
223,161324.296875
224,136062.34375
225,201177.453125
226,145219.484375
227,228512.21875
228,145461.90625
229,336285.4375
230,134382.8125
231,200490.625
232,143468.78125
233,105623.835938
234,126314.554688
235,116429.359375
236,146089.59375
237,165977.5
238,210409.140625
