Id,SalePrice
1,70932.5859689
2,77418.635599
3,248245.431854
4,146623.557807
5,185801.054847
6,132373.883356
7,161775.299509
8,90124.3425925
9,232349.186698
10,109368.664928
11,120741.379883
12,114877.880912
13,172215.253826
14,90183.2532403
15,124174.673371
16,205148.480725
17,221306.603885
18,191038.885302
19,171672.919105
20,194404.472802
21,152700.859596
22,203505.116734
23,113531.835093
24,185295.07681
25,313691.569774
26,118808.644388
27,135040.095565
28,294561.690572
29,125128.69104
30,122668.227932
31,138185.367328
32,230482.273104
33,322298.898552
34,224297.909482
35,118060.08933
36,80236.0974549
37,309030.741891
38,238619.962642
39,97831.3064229
40,76005.1973796
41,155587.662425
42,161622.119635
43,191780.365623
44,260628.044696
45,302116.445808
46,125853.827208
47,453244.418843
48,142533.330371
49,139224.75066
50,105045.350143
51,182643.383005
52,192530.10745
53,173232.616883
54,145944.512583
55,250156.739249
56,162144.632651
57,217000.587639
58,252481.129238
59,351081.020793
60,197773.68537
61,208479.795092
62,81680.3172003
63,129909.612985
64,125002.205847
65,140965.707359
66,281477.189928
67,174185.921756
68,171710.906341
69,172390.40694
70,132856.151489
71,128205.576493
72,154420.654722
73,99737.4050232
74,142723.87883
75,185335.123957
76,190156.197213
77,153137.643846
78,132111.940866
79,139462.849331
80,134284.279125
81,158717.585921
82,119720.208938
83,188497.232526
84,148428.188523
85,176595.023248
86,155211.975678
87,93897.3250896
88,261707.764456
89,139877.785516
90,204771.560499
91,85816.441726
92,154258.354288
93,162555.61206
94,163257.175436
95,131358.143806
96,170613.925854
97,125070.848389
98,161052.705281
99,108784.482894
100,166325.283227
101,59256.9965143
102,118568.067567
103,129740.845753
104,153187.123948
105,105532.813062
106,342004.010073
107,197686.581251
108,244668.81155
109,162197.248344
110,315103.858228
111,183950.72757
112,194634.520264
113,118587.146525
114,135721.940817
115,116324.093575
116,315928.78385
117,194233.761712
118,129850.360698
119,128021.895535
120,122476.164918
121,112191.586874
122,217674.11579
123,80744.9730571
124,98339.3373471
125,171806.259131
126,107475.894346
127,194565.124389
128,227061.417621
129,211890.594931
130,130613.014406
131,135834.608162
132,115109.334105
133,135575.898997
134,237145.176528
135,173201.949994
136,103258.038269
137,120413.980675
138,93484.689354
139,205572.899747
140,111915.78809
141,123020.160297
142,183853.066839
143,380619.747263
144,97014.4105819
145,89253.1127715
146,126607.372717
147,169516.556921
