Id,SalePrice
1,75902.7087794
2,77939.6422913
3,248940.698239
4,150330.070479
5,188200.699514
6,134061.562993
7,174720.970399
8,90385.1903943
9,237553.950616
10,107341.975917
11,122176.372246
12,111328.836238
13,173505.054611
14,87834.8337829
15,123444.741879
16,206990.305642
17,222705.651785
18,190418.578967
19,169543.737109
20,195031.377417
21,150895.89608
22,205125.983914
23,113845.755856
24,183900.513524
25,316477.803142
26,119333.961009
27,140398.48396
28,281714.947782
29,125600.257269
30,124507.467588
31,132755.639647
32,230561.030073
33,314993.363072
34,227535.261618
35,120934.934732
36,80775.0158607
37,302898.898903
38,241495.13581
39,98436.6985666
40,76861.2476157
41,151738.137186
42,164693.884551
43,205402.438241
44,266509.988721
45,310021.959328
46,129165.782826
47,473434.787651
48,140557.087302
49,148499.585648
50,102733.620354
51,186877.699229
52,195526.204839
53,170746.294644
54,142841.898315
55,250890.936319
56,171538.46846
57,227741.406945
58,266636.1195
59,354865.684611
60,200619.190399
61,217744.57874
62,82366.2161081
63,124435.33041
64,126213.840738
65,140965.061373
66,274476.536988
67,173332.649199
68,172495.72171
69,170831.699443
70,131151.192446
71,126678.300431
72,153572.864797
73,102659.164584
74,142866.118696
75,184005.632112
76,188417.564989
77,153203.19965
78,130636.457602
79,136609.116129
80,130809.042986
81,161234.793418
82,118818.521976
83,189046.753081
84,148322.1445
85,177052.334337
86,156354.889692
87,92798.9008739
88,259884.586408
89,139543.793704
90,205857.833973
91,89526.4668317
92,160251.57885
93,162508.33109
94,167778.944617
95,132154.291008
96,174398.819675
97,127408.235691
98,161806.182325
99,109816.094837
100,174402.314901
101,59451.7079406
102,119441.231327
103,126425.97968
104,153635.771241
105,107199.515608
106,351041.584137
107,196347.898074
108,246350.445288
109,163218.53974
110,313084.842994
111,185220.997731
112,194534.320101
113,118437.66172
114,136698.701722
115,115509.315155
116,320044.880569
117,197104.391131
118,130311.288352
119,126110.591264
120,123561.034934
121,114056.334362
122,223307.327886
